dataset,experience,label,file,score,burst,old_shortlist,new_shortlist,previous_judge_pick,new_reason,expression,interaction,gesture
Buffelsdrift,02_Lion_feeding,lion,P9072101.JPG,0.7,41,False,False,False,,0.03654888644814491,0.011294392868876457,0.015177507884800434
Buffelsdrift,02_Lion_feeding,lion,P9072100.JPG,0.676,41,False,False,False,,0.03567790985107422,0.009730570018291473,0.014209961518645287
Buffelsdrift,02_Lion_feeding,lion,P9071893.JPG,0.675,4,True,False,False,,0.027953244745731354,0.0016190558671951294,0.013999488204717636
Buffelsdrift,02_Lion_feeding,lion,P9071950.JPG,0.673,20,True,True,False,Burst alternative: gesture,0.007032763212919235,0.008851902559399605,0.014140637591481209
Buffelsdrift,02_Lion_feeding,lion,P9072168.JPG,0.671,51,False,False,False,,-0.008247806690633297,-0.01341372448951006,0.007166403811424971
Buffelsdrift,02_Lion_feeding,lion,P9071904.JPG,0.664,7,False,False,False,,0.03669919818639755,-0.013684822246432304,-0.0002224016934633255
Buffelsdrift,02_Lion_feeding,lion,P9071889.JPG,0.646,4,False,False,False,,0.025721680372953415,-0.015631310641765594,0.0126412408426404
Buffelsdrift,02_Lion_feeding,lion,P9072040.JPG,0.638,34,False,False,False,,0.017935238778591156,-0.003627840429544449,0.009900195524096489
Buffelsdrift,02_Lion_feeding,lion,P9072054.JPG,0.631,36,False,False,False,,0.010087737813591957,0.022997217252850533,0.00029471516609191895
Buffelsdrift,02_Lion_feeding,lion,P9072114.JPG,0.628,42,False,False,False,,0.02732802741229534,-0.004430036060512066,0.009982977993786335
Buffelsdrift,02_Lion_feeding,lion,P9071994.JPG,0.623,26,True,True,False,Burst representative,0.012287458404898643,0.029056960716843605,0.004928559064865112
Buffelsdrift,02_Lion_feeding,lion,P9071992.JPG,0.62,26,True,True,False,Burst alternative: gesture,0.012309548445045948,0.027820294722914696,0.010261166840791702
Buffelsdrift,02_Lion_feeding,lion,P9071892.JPG,0.612,4,False,True,False,Burst alternative: expression,0.029589273035526276,-0.007785944268107414,0.017493825405836105
Buffelsdrift,02_Lion_feeding,lion,P9072071.JPG,0.608,39,False,False,False,,0.010663126595318317,0.019545458257198334,2.3463508114218712e-05
Buffelsdrift,02_Lion_feeding,lion,P9071907.JPG,0.606,7,False,False,False,,0.033122580498456955,-0.018204208463430405,0.0005517341196537018
Buffelsdrift,02_Lion_feeding,lion,P9071918.JPG,0.604,11,True,True,False,Burst representative,0.03440043702721596,-0.011308394372463226,0.003838619450107217
Buffelsdrift,02_Lion_feeding,lion,P9072159.JPG,0.604,48,True,True,False,Burst alternative: expression,0.020924001932144165,0.009672611020505428,0.009962880983948708
Buffelsdrift,02_Lion_feeding,lion,P9071906.JPG,0.603,7,False,False,False,,0.03712785989046097,-0.013826296664774418,0.0018739867955446243
Buffelsdrift,02_Lion_feeding,lion,P9071939.JPG,0.6,17,False,False,False,,0.03571907430887222,-0.007384744472801685,0.006421830505132675
Buffelsdrift,02_Lion_feeding,lion,P9072052.JPG,0.573,36,False,False,False,,0.01469416543841362,0.016582023352384567,0.0006560529582202435
Buffelsdrift,02_Lion_feeding,lion,P9072066.JPG,0.571,37,False,False,False,,0.015495860017836094,0.017962386831641197,0.004022893030196428
Buffelsdrift,02_Lion_feeding,lion,P9071905.JPG,0.569,7,False,False,False,,0.03692406415939331,-0.015196986496448517,0.003142082132399082
Buffelsdrift,02_Lion_feeding,lion,P9072070.JPG,0.568,39,False,False,False,,0.012457547709345818,0.02048255130648613,0.0017623880412429571
Buffelsdrift,02_Lion_feeding,lion,P9071937.JPG,0.559,17,False,False,False,,0.03181276470422745,-0.011051123961806297,0.0035221953876316547
Buffelsdrift,02_Lion_feeding,lion,P9072138.JPG,0.557,46,True,True,False,Burst pose alternative,0.010272331535816193,0.0050650909543037415,0.008494026958942413
Buffelsdrift,02_Lion_feeding,lion,P9072056.JPG,0.543,36,False,True,False,Burst alternative: interaction,0.014483390375971794,0.04334308207035065,-0.006301329005509615
Buffelsdrift,02_Lion_feeding,lion,P9071993.JPG,0.537,26,False,False,False,,0.01457715779542923,0.025482039898633957,0.004783231299370527
Buffelsdrift,02_Lion_feeding,lion,P9071897.JPG,0.53,5,True,True,False,Moment representative,0.021509259939193726,-0.021929636597633362,0.004305687267333269
Buffelsdrift,02_Lion_feeding,lion,P9071913.JPG,0.526,9,False,True,False,Burst representative,0.0335388220846653,-0.016008663922548294,0.0035921300295740366
Buffelsdrift,02_Lion_feeding,lion,P9071977.JPG,0.523,23,False,False,False,,0.03299812600016594,0.0006071180105209351,0.01557498425245285
Buffelsdrift,02_Lion_feeding,lion,P9072065.JPG,0.52,37,True,False,False,,0.011067360639572144,0.012638299725949764,0.005318274721503258
Buffelsdrift,02_Lion_feeding,lion,P9072124.JPG,0.5,44,True,True,False,Burst representative,0.029658623039722443,-0.016558220610022545,0.009249983355402946
Buffelsdrift,02_Lion_feeding,lion,P9072062.JPG,0.488,37,False,False,False,,0.016602730378508568,0.015467275865375996,0.010236289352178574
Buffelsdrift,02_Lion_feeding,lion,P9072150.JPG,0.481,46,True,True,False,Burst quality alternative,0.01879054494202137,0.01989864744246006,0.009524628520011902
Buffelsdrift,02_Lion_feeding,lion,P9071891.JPG,0.481,4,False,False,False,,0.020291410386562347,-0.010574531741440296,0.01309138908982277
Buffelsdrift,02_Lion_feeding,lion,P9072131.JPG,0.472,46,False,False,False,,0.010695341974496841,0.015413595363497734,0.006201159209012985
Buffelsdrift,02_Lion_feeding,lion,P9072122.JPG,0.467,43,True,True,False,Moment representative,0.027265436947345734,0.004861257039010525,0.009283991530537605
Buffelsdrift,02_Lion_feeding,lion,P9072136.JPG,0.465,46,False,False,False,,0.012537235394120216,0.004565693438053131,0.006107224151492119
Buffelsdrift,02_Lion_feeding,lion,P9072123.JPG,0.46,44,False,True,False,Burst alternative: interaction,0.028343049809336662,-0.008121360093355179,0.007097554858773947
Buffelsdrift,02_Lion_feeding,lion,P9072143.JPG,0.454,46,False,True,False,Burst alternative: expression,0.028641946613788605,0.02108895778656006,0.014483069069683552
Buffelsdrift,02_Lion_feeding,lion,P9072144.JPG,0.442,46,False,False,False,,0.01394166424870491,0.018463315442204475,0.014517984353005886
Buffelsdrift,02_Lion_feeding,lion,P9072139.JPG,0.436,46,False,False,False,,0.011832923628389835,0.005304573103785515,0.006892712786793709
Buffelsdrift,02_Lion_feeding,lion,P9072134.JPG,0.432,46,False,False,False,,0.016496993601322174,0.007564355619251728,0.009666869416832924
Buffelsdrift,02_Lion_feeding,lion,P9071995.JPG,0.431,26,True,True,False,Moment representative,0.011085987091064453,0.025391127914190292,0.0020517788361757994
Buffelsdrift,02_Lion_feeding,lion,P9072133.JPG,0.43,46,False,False,False,,0.016140690073370934,0.0041487133130431175,0.00959372241050005
Buffelsdrift,02_Lion_feeding,lion,P9072058.JPG,0.425,37,True,True,False,Moment representative,0.024141302332282066,0.020214546471834183,0.007392277009785175
Buffelsdrift,02_Lion_feeding,lion,P9072141.JPG,0.417,46,False,False,False,,0.006847769021987915,0.005757283419370651,0.008026985451579094
Buffelsdrift,02_Lion_feeding,lion,P9071895.JPG,0.416,4,False,False,False,,0.023334471508860588,-0.011873613111674786,0.014340968802571297
Buffelsdrift,02_Lion_feeding,lion,P9072151.JPG,0.415,46,False,False,False,,0.026469578966498375,0.027501298114657402,0.009114621207118034
Buffelsdrift,02_Lion_feeding,lion,P9071981.JPG,0.413,23,False,False,False,,0.03657381981611252,0.0016248561441898346,0.010379157960414886
Buffelsdrift,02_Lion_feeding,lion,P9072169.JPG,0.408,52,True,True,False,Moment representative,0.0010335640981793404,-0.012559614144265652,0.0020518535748124123
Buffelsdrift,02_Lion_feeding,lion,P9072167.JPG,0.408,51,True,True,True,Independent focus nomination,-0.009569771587848663,-0.008512601256370544,0.005822622217237949
Buffelsdrift,02_Lion_feeding,lion,P9072145.JPG,0.393,46,False,False,False,,0.01331998873502016,0.021851323544979095,0.013335030525922775
Buffelsdrift,02_Lion_feeding,lion,P9072135.JPG,0.375,46,False,True,False,Burst pose alternative,0.018576730042696,0.005866880528628826,0.009918512776494026
Buffelsdrift,02_Lion_feeding,lion,P9071890.JPG,0.363,4,False,False,False,,0.020088154822587967,-0.010943787172436714,0.013438334688544273
Buffelsdrift,02_Lion_feeding,lion,P9072147.JPG,0.353,46,False,True,False,Burst alternative: gesture,0.015590645372867584,0.010726886801421642,0.017479971051216125
Buffelsdrift,02_Lion_feeding,lion,P9071980.JPG,0.351,23,False,False,False,,0.032196804881095886,0.004041270352900028,0.009949641302227974
Buffelsdrift,02_Lion_feeding,lion,P9071990.JPG,0.347,26,True,True,False,Moment representative,0.0028744530864059925,0.01895928755402565,0.005045687314122915
Buffelsdrift,02_Lion_feeding,lion,P9071916.JPG,0.343,10,False,True,False,Burst representative,0.02622067555785179,-0.022248482331633568,0.002619975246489048
Buffelsdrift,02_Lion_feeding,lion,P9071914.JPG,0.339,9,False,False,False,,0.034225475043058395,-0.018746083602309227,0.0035582499112933874
Buffelsdrift,02_Lion_feeding,lion,P9072064.JPG,0.338,37,False,False,False,,0.015789855271577835,0.01735370233654976,0.008857914246618748
Buffelsdrift,02_Lion_feeding,lion,P9071915.JPG,0.335,10,True,False,False,,0.02456885576248169,-0.02427072636783123,0.004068611655384302
Buffelsdrift,02_Lion_feeding,lion,P9072162.JPG,0.317,48,True,True,False,Moment representative,0.011014703661203384,0.007396094501018524,0.01324489712715149
Buffelsdrift,02_Lion_feeding,lion,P9072118.JPG,0.316,42,False,False,False,,0.02614521235227585,-0.0060791634023189545,0.008087242022156715
Buffelsdrift,02_Lion_feeding,lion,P9072126.JPG,0.314,44,False,False,False,,0.02894146554172039,-0.012600716203451157,0.010340657085180283
Buffelsdrift,02_Lion_feeding,lion,P9072020.JPG,0.308,29,True,True,False,Moment representative,0.0069420188665390015,0.006298515945672989,0.0035577216185629368
Buffelsdrift,02_Lion_feeding,lion,P9072019.JPG,0.303,29,True,True,False,Moment representative,0.002216482535004616,0.005263307597488165,-0.0017280825413763523
Buffelsdrift,02_Lion_feeding,lion,P9071917.JPG,0.297,11,False,False,False,,0.030412834137678146,-0.012014329433441162,0.0005171028897166252
Buffelsdrift,02_Lion_feeding,lion,P9072142.JPG,0.293,46,False,False,False,,0.01669834554195404,0.021793324500322342,0.012993637472391129
Buffelsdrift,02_Lion_feeding,lion,P9072160.JPG,0.282,48,False,False,False,,0.0207597054541111,0.016330162063241005,0.0027562398463487625
Buffelsdrift,02_Lion_feeding,lion,P9072148.JPG,0.278,46,False,False,False,,0.010730691254138947,0.014320935122668743,0.01610257849097252
Buffelsdrift,02_Lion_feeding,lion,P9071902.JPG,0.27,6,False,False,False,,0.029225178062915802,-0.006706554442644119,0.015434613451361656
Buffelsdrift,02_Lion_feeding,lion,P9071896.JPG,0.256,4,False,False,False,,0.024308495223522186,-0.014309749007225037,0.015492113307118416
Buffelsdrift,02_Lion_feeding,lion,P9072127.JPG,0.254,44,False,False,False,,0.02964176796376705,-0.012085523456335068,0.00920686312019825
Buffelsdrift,02_Lion_feeding,lion,P9072125.JPG,0.23,44,False,False,False,,0.03004554659128189,-0.016482094302773476,0.00965271145105362
Buffelsdrift,02_Lion_feeding,lion,P9072156.JPG,0.221,48,True,False,False,,0.007330020889639854,0.016001421958208084,0.022309143096208572
Buffelsdrift,02_Lion_feeding,lion,P9072140.JPG,0.218,46,False,False,False,,0.009922867640852928,0.008576367981731892,0.005637390539050102
Buffelsdrift,02_Lion_feeding,lion,P9072132.JPG,0.215,46,False,False,False,,0.021108638495206833,0.01371139194816351,0.013170107267796993
Buffelsdrift,02_Lion_feeding,lion,P9072137.JPG,0.21,46,False,False,False,,0.009902235120534897,0.006034925580024719,0.009520170278847218
Buffelsdrift,02_Lion_feeding,lion,P9072128.JPG,0.21,44,False,False,False,,0.029986228793859482,-0.01691511645913124,0.011154131963849068
Buffelsdrift,02_Lion_feeding,lion,P9072076.JPG,0.192,39,True,False,False,,0.01028831023722887,0.029053695499897003,0.003998442552983761
Buffelsdrift,02_Lion_feeding,lion,P9072155.JPG,0.186,48,False,False,False,,0.005813708528876305,0.00562756322324276,0.019867127761244774
Buffelsdrift,02_Lion_feeding,lion,P9072068.JPG,0.176,37,True,True,False,Burst alternative: interaction,0.009686846286058426,0.02847234532237053,0.0019269883632659912
Buffelsdrift,02_Lion_feeding,lion,P9072149.JPG,0.168,46,False,False,False,,0.010650930926203728,0.005115509033203125,0.01435389369726181
Buffelsdrift,02_Lion_feeding,lion,P9072146.JPG,0.166,46,False,False,False,,0.016977638006210327,0.016515344381332397,0.015063331462442875
Buffelsdrift,02_Lion_feeding,lion,P9072119.JPG,0.151,42,False,False,False,,0.0294847059994936,-0.011150376871228218,0.010808264836668968
Buffelsdrift,02_Lion_feeding,lion,P9072055.JPG,0.149,36,False,False,False,,0.013138663955032825,0.03897788003087044,-0.0038413109723478556
Buffelsdrift,02_Lion_feeding,lion,P9071996.JPG,0.128,26,False,False,False,,0.007573145441710949,0.02536046877503395,-0.009685477241873741
Buffelsdrift,02_Lion_feeding,lion,P9072033.JPG,0.123,30,True,True,False,Burst representative,0.0263197161257267,-0.023471571505069733,0.004097249824553728
Buffelsdrift,02_Lion_feeding,lion,P9072078.JPG,0.121,39,False,True,False,Burst alternative: interaction,0.008156039752066135,0.03826041519641876,0.006792793981730938
Buffelsdrift,02_Lion_feeding,lion,P9072018.JPG,0.117,29,True,False,False,,0.02580813691020012,0.014413385652005672,0.006100412458181381
Buffelsdrift,02_Lion_feeding,lion,P9072161.JPG,0.103,48,False,False,False,,0.011333705857396126,0.011800488457083702,0.014838837087154388
Buffelsdrift,02_Lion_feeding,lion,P9072031.JPG,0.1,30,False,False,False,,0.025116749107837677,-0.025072457268834114,0.005702471360564232
Buffelsdrift,02_Lion_feeding,lion,P9072079.JPG,0.095,39,False,False,False,,0.007185816299170256,0.0371469147503376,0.007452420890331268
Buffelsdrift,02_Lion_feeding,lion,P9072075.JPG,0.091,39,False,False,False,,0.007029001601040363,0.028777126222848892,0.00616544671356678
Buffelsdrift,02_Lion_feeding,lion,P9071989.JPG,0.086,25,True,True,False,Burst representative,0.023486437276005745,0.013754702173173428,0.010297421365976334
Buffelsdrift,02_Lion_feeding,lion,P9071991.JPG,0.082,26,False,False,False,,0.0014664912596344948,0.022466666996479034,0.0063661085441708565
Buffelsdrift,02_Lion_feeding,lion,P9072030.JPG,0.061,30,False,False,False,,0.026319783180952072,-0.01997220143675804,0.005571460351347923
Buffelsdrift,02_Lion_feeding,lion,P9072165.JPG,0.061,49,True,True,False,Burst representative,0.024990398436784744,0.016767598688602448,0.011921760626137257
Buffelsdrift,02_Lion_feeding,lion,P9072082.JPG,0.035,40,True,True,False,Burst representative,0.018514055758714676,-0.00026198849081993103,0.007136001717299223
Buffelsdrift,02_Lion_feeding,lion,P9072032.JPG,0.009,30,False,False,False,,0.02501704730093479,-0.026687171310186386,0.007115584332495928
Buffelsdrift,02_Lion_feeding,lion,P9072074.JPG,-0.031,39,False,True,False,Burst pose alternative,0.008429814130067825,0.035326920449733734,0.01129851769655943
Buffelsdrift,02_Lion_feeding,lion,P9072073.JPG,-0.04,39,False,False,False,,0.004847513046115637,0.033220767974853516,0.0032193127553910017
Buffelsdrift,02_Lion_feeding,lion,P9072017.JPG,-0.05,29,False,True,False,Burst pose alternative,0.02700921520590782,0.02213663049042225,0.009857133962213993
Buffelsdrift,02_Lion_feeding,lion,P9072077.JPG,-0.052,39,False,False,False,,0.0040193237364292145,0.025578591972589493,0.002414069604128599
Buffelsdrift,02_Lion_feeding,lion,P9072081.JPG,-0.093,40,False,False,False,,0.02183281071484089,0.0025062747299671173,0.0069096824154257774
Buffelsdrift,02_Lion_feeding,lion,P9072008.JPG,-0.105,29,False,False,False,,0.01599067822098732,0.002019631676375866,0.014601889997720718
Buffelsdrift,02_Lion_feeding,lion,P9072024.JPG,-0.119,29,True,False,False,,0.004522554110735655,0.008733943104743958,0.00284385378472507
Buffelsdrift,02_Lion_feeding,lion,P9072121.JPG,-0.141,42,False,True,False,Burst pose alternative,0.02693783864378929,-0.012547485530376434,0.01377712469547987
Buffelsdrift,02_Lion_feeding,lion,P9072164.JPG,-0.189,49,False,False,False,,0.02541619911789894,0.011778486892580986,0.01130370981991291
Buffelsdrift,02_Lion_feeding,lion,P9072025.JPG,-0.201,29,False,False,False,,-0.005007215775549412,-0.009229634888470173,0.0004563331604003906
Buffelsdrift,02_Lion_feeding,lion,P9072080.JPG,-0.227,39,False,False,False,,0.0026243296451866627,0.0342903807759285,0.007048154715448618
Buffelsdrift,02_Lion_feeding,lion,P9072129.JPG,-0.235,45,False,False,False,,0.026667283847928047,-0.016698891296982765,0.00013938359916210175
Buffelsdrift,02_Lion_feeding,lion,P9072120.JPG,-0.245,42,False,False,False,,0.033766161650419235,-0.011330859735608101,0.005308882333338261
Buffelsdrift,02_Lion_feeding,lion,P9072163.JPG,-0.247,49,False,False,False,,0.024056755006313324,0.007071426138281822,0.014963004738092422
Buffelsdrift,02_Lion_feeding,lion,P9072028.JPG,-0.371,29,True,False,False,,-0.02136089839041233,-0.005866602063179016,0.00337109062820673
Buffelsdrift,02_Lion_feeding,lion,P9072023.JPG,-0.383,29,False,False,False,,0.014265460893511772,0.014901931397616863,0.00894900318235159
Buffelsdrift,02_Lion_feeding,lion,P9071997.JPG,-0.389,27,False,True,False,Burst representative,0.015940874814987183,0.0327407643198967,0.0016744215972721577
Buffelsdrift,02_Lion_feeding,lion,P9071949.JPG,-0.4,20,False,False,False,,0.012800808995962143,0.008281514048576355,0.012735147960484028
Buffelsdrift,02_Lion_feeding,lion,P9071998.JPG,-0.407,27,False,False,False,,0.019800737500190735,0.03144228830933571,0.0052376436069607735
Buffelsdrift,02_Lion_feeding,lion,P9072059.JPG,-0.423,37,False,False,False,,0.0211191363632679,0.015084618702530861,0.00957539863884449
Buffelsdrift,02_Lion_feeding,lion,P9072029.JPG,-0.436,29,False,True,False,Burst pose alternative,-0.0219867043197155,-0.013760724104940891,-0.002473697066307068
Buffelsdrift,02_Lion_feeding,lion,P9071988.JPG,-0.501,25,False,False,False,,0.01585189625620842,0.006472215987741947,0.013202298432588577
Buffelsdrift,02_Lion_feeding,lion,P9072005.JPG,-0.528,29,False,False,False,,0.001206238754093647,0.0014738384634256363,0.00576399452984333
Buffelsdrift,02_Lion_feeding,lion,P9072003.JPG,-0.54,29,False,False,False,,0.016133757308125496,0.006337028928101063,0.003591707907617092
Buffelsdrift,02_Lion_feeding,lion,P9072007.JPG,-0.547,29,False,False,False,,0.004847754258662462,0.005532247945666313,0.006381717044860125
Buffelsdrift,02_Lion_feeding,lion,P9072004.JPG,-0.556,29,False,False,False,,0.01504704263061285,0.018544521182775497,0.005981764756143093
Buffelsdrift,02_Lion_feeding,lion,P9072166.JPG,-0.558,50,False,False,False,,0.027601875364780426,-0.009942482225596905,0.0007783109322190285
Buffelsdrift,02_Lion_feeding,lion,P9072022.JPG,-0.562,29,False,False,False,,0.017262695357203484,0.020780757069587708,0.014713299460709095
Buffelsdrift,02_Lion_feeding,lion,P9072047.JPG,-0.619,35,False,False,False,,0.021990526467561722,0.01674569956958294,0.00545478705316782
Buffelsdrift,02_Lion_feeding,lion,P9072002.JPG,-0.636,29,False,False,False,,0.019184928387403488,0.007865475490689278,0.00687046255916357
Buffelsdrift,02_Lion_feeding,lion,P9072035.JPG,-0.67,32,False,False,False,,0.008678360842168331,0.014509221538901329,-0.001607710961252451
Buffelsdrift,02_Lion_feeding,lion,P9072021.JPG,-0.698,29,False,True,False,Burst alternative: interaction,0.027435870841145515,0.026072565466165543,0.015295375138521194
Buffelsdrift,02_Lion_feeding,lion,P9071947.JPG,-0.736,20,True,True,False,Exploration: visual novelty or signal uncertainty,-0.010428424924612045,-0.012132901698350906,0.0026892772875726223
Buffelsdrift,02_Lion_feeding,lion,P9071948.JPG,-0.756,20,False,False,False,,-0.00042475201189517975,-0.007056740112602711,0.00805353932082653
Buffelsdrift,02_Lion_feeding,lion,P9072006.JPG,-0.758,29,False,False,False,,0.00308938417583704,-0.0010904697701334953,0.004985013976693153
Buffelsdrift,02_Lion_feeding,lion,P9072036.JPG,-0.839,32,False,False,False,,0.00903144758194685,0.017696987837553024,-0.0009299397934228182
Buffelsdrift,02_Lion_feeding,lion,P9072027.JPG,-0.841,29,False,False,False,,-0.014057110995054245,-0.00668763741850853,0.0023345467634499073
Buffelsdrift,02_Lion_feeding,lion,P9072026.JPG,-0.842,29,False,False,False,,-0.005482961423695087,-0.0030364077538251877,0.005120090674608946
Buffelsdrift,02_Lion_feeding,lion,P9072069.JPG,-0.925,38,False,True,False,Exploration: visual novelty or signal uncertainty,-0.0029992912895977497,0.0038090203888714314,0.007654368877410889
Buffelsdrift,02_Lion_feeding,lion,P9071946.JPG,-0.944,19,False,False,False,,-0.00364597886800766,0.013419710099697113,-0.004277470987290144
Buffelsdrift,02_Lion_feeding,lion,P9071985.JPG,-1.051,24,False,True,False,Burst representative,-0.00791576225310564,-0.011908217333257198,-0.0011351779103279114
Buffelsdrift,02_Lion_feeding,lion,P9071987.JPG,-1.466,24,False,True,False,Burst alternative: expression,0.01152624562382698,-0.006896238308399916,-0.004091667011380196
Buffelsdrift,02_Lion_feeding,lion,P9071982.JPG,-1.524,23,False,False,False,,0.014105460606515408,0.003818056546151638,0.014054276049137115
Buffelsdrift,02_Lion_feeding,lion,P9071986.JPG,-1.616,24,False,False,False,,-0.00036114640533924103,-0.02024606615304947,-0.0014997622929513454
Buffelsdrift,02_Lion_feeding,lion,P9071984.JPG,-1.617,24,True,False,False,,-0.007283137179911137,-0.011845369823276997,0.004327314905822277
Buffelsdrift,02_Lion_feeding,lion,P9071983.JPG,-1.751,24,False,False,False,,-0.014566951431334019,-0.0115630142390728,-0.007834022864699364
Buffelsdrift,02_Lion_feeding,lion,P9072038.JPG,-3.491,33,False,False,False,,-0.009231092408299446,0.015871288254857063,0.00793715100735426
Buffelsdrift,02_Lion_feeding,wildebeest,P9071945.JPG,0.0,53,True,True,False,All distinct frames fit,-0.01078065112233162,-0.02321663871407509,0.005206439644098282
Buffelsdrift,03_Elephant_experience,elephant,_9072393.JPG,2.834,10,True,True,False,Scene representative,0.008791584521532059,-0.007032227236777544,0.0006927166832610965
Buffelsdrift,03_Elephant_experience,elephant,_9072326.JPG,1.57,4,True,True,False,Scene representative,-0.004777891561388969,-0.01935180462896824,-0.0046300748363137245
Buffelsdrift,03_Elephant_experience,elephant,P9072232.JPG,1.487,1,True,True,True,Scene representative,0.01656472124159336,0.002949712797999382,0.0019172905012965202
Buffelsdrift,03_Elephant_experience,elephant,_9072416.JPG,1.236,12,True,True,False,Exploration: visual novelty or signal uncertainty,0.007504402194172144,-0.0020557052921503782,-0.008852708153426647
Buffelsdrift,03_Elephant_experience,elephant,_9072383.JPG,1.231,9,True,True,False,Burst representative,0.006260338239371777,0.007533475756645203,-0.005129324737936258
Buffelsdrift,03_Elephant_experience,elephant,_9072323.JPG,1.105,3,True,True,False,Independent focus nomination,-0.014560080133378506,-0.025625156238675117,-0.008851706981658936
Buffelsdrift,03_Elephant_experience,elephant,_9072404.JPG,0.993,11,True,True,False,Moment representative,0.0028709289617836475,-0.005709564778953791,-0.010563245974481106
Buffelsdrift,03_Elephant_experience,elephant,_9072508.JPG,0.857,18,True,True,False,Scene representative,-0.021335003897547722,-0.016464518383145332,-0.005054217763245106
Buffelsdrift,03_Elephant_experience,elephant,_9072437.JPG,0.658,13,True,False,False,,0.003265462815761566,-0.014886992983520031,-0.007461973931640387
Buffelsdrift,03_Elephant_experience,elephant,P9072230.JPG,0.614,1,False,True,False,Burst alternative: expression,0.023454340174794197,0.010381579399108887,0.0018509672954678535
Buffelsdrift,03_Elephant_experience,elephant,P9072231.JPG,0.61,1,False,True,False,Burst pose alternative,0.016117887571454048,0.012289924547076225,0.0035028806887567043
Buffelsdrift,03_Elephant_experience,elephant,_9072338.JPG,0.589,5,True,False,True,,0.01857111230492592,-0.00665094843134284,0.0009062453173100948
Buffelsdrift,03_Elephant_experience,elephant,P9072227.JPG,0.55,0,False,True,False,Burst representative,0.0053168353624641895,-0.012448914349079132,-0.0077860308811068535
Buffelsdrift,03_Elephant_experience,elephant,_9072502.JPG,0.538,17,False,False,False,,0.008747371844947338,-0.010370118543505669,-0.009311678819358349
Buffelsdrift,03_Elephant_experience,elephant,_9072379.JPG,0.537,9,True,False,True,,0.004929724149405956,0.01039874367415905,-0.002799157053232193
Buffelsdrift,03_Elephant_experience,elephant,P9072233.JPG,0.451,1,False,False,False,,0.018832914531230927,-0.002498915418982506,0.0002944755833595991
Buffelsdrift,03_Elephant_experience,elephant,_9072444.JPG,0.334,15,True,False,True,,0.007568505126982927,-0.007580458652228117,-0.012881716713309288
Buffelsdrift,03_Elephant_experience,elephant,_9072287.JPG,0.264,2,True,True,False,Scene representative,0.01001016329973936,-0.008174380287528038,-0.014749090187251568
Buffelsdrift,03_Elephant_experience,elephant,P9072229.JPG,0.2,1,True,False,False,,0.02053799293935299,0.013993119820952415,0.002288718707859516
Buffelsdrift,03_Elephant_experience,elephant,_9072440.JPG,0.103,14,False,False,False,,0.016807561740279198,-0.0027625677175819874,0.00048776459880173206
Buffelsdrift,03_Elephant_experience,elephant,P9072228.JPG,0.075,0,False,False,False,,-0.004141857847571373,-0.020435675978660583,-0.008016246370971203
Buffelsdrift,03_Elephant_experience,elephant,_9072341.JPG,0.065,7,False,False,False,,-0.0010709064081311226,-0.021453071385622025,-0.011064677499234676
Buffelsdrift,03_Elephant_experience,elephant,_9072347.JPG,-0.047,8,False,False,False,,-0.0041387053206563,-0.014027544297277927,-0.009018258191645145
Buffelsdrift,03_Elephant_experience,elephant,_9072339.JPG,-0.144,6,False,False,False,,-0.001427279319614172,-0.02229783870279789,-0.011258672922849655
Buffelsdrift,03_Elephant_experience,elephant,_9072514.JPG,-0.719,19,True,True,True,Exploration: visual novelty or signal uncertainty,0.004868350923061371,-0.010942014865577221,0.003707681782543659
Buffelsdrift,03_Elephant_experience,elephant,_9072495.JPG,-1.262,16,False,True,False,Burst representative,-0.004478597082197666,-0.020604364573955536,-0.010986502282321453
Buffelsdrift,03_Elephant_experience,elephant,_9072493.JPG,-1.37,16,False,True,False,Burst alternative: gesture,0.003835282288491726,-0.01615479588508606,-0.008380408398807049
Buffelsdrift,03_Elephant_experience,elephant,_9072491.JPG,-1.953,16,False,False,False,,-0.022027242928743362,-0.03126060590147972,-0.015458927489817142
Buffelsdrift,03_Elephant_experience,flower,_9072516.JPG,0.606,20,True,True,True,All distinct frames fit,-0.0007077110931277275,-0.022671252489089966,-0.007423496339470148
Buffelsdrift,03_Elephant_experience,hippopotamus,_9072489.JPG,0.0,21,True,True,True,All distinct frames fit,0.012669669464230537,0.015552397817373276,-0.008627616800367832
Buffelsdrift,03_Elephant_experience,people,_9072276.JPG,2.238,30,True,True,True,Scene representative,0.027901628986001015,0.011885438114404678,0.010875703766942024
Buffelsdrift,03_Elephant_experience,people,_9072475.JPG,2.187,42,True,True,True,Scene representative,0.025035211816430092,0.02404063567519188,0.008070893585681915
Buffelsdrift,03_Elephant_experience,people,_9072366.JPG,1.985,36,True,True,True,Scene representative,0.026851836591959,0.03506120666861534,0.008876360952854156
Buffelsdrift,03_Elephant_experience,people,_9072372.JPG,1.727,37,True,True,False,Protected quality allocation,0.021839652210474014,0.010040330700576305,0.005278555676341057
Buffelsdrift,03_Elephant_experience,people,P9072218.JPG,1.609,23,True,True,False,Scene representative,0.021606972441077232,0.007977962493896484,0.003400081768631935
Buffelsdrift,03_Elephant_experience,people,_9072397.JPG,1.519,38,True,True,False,Moment representative,-0.0013687703758478165,0.030998852103948593,0.011170725338160992
